20.87176516,-26.79257963,5.04645691,RST1,0
27.51239016,-21.03086088,0.64645691,RST2,1
35.12957766,-15.56211088,-3.35354309,RST3,1
42.16082766,-10.09336088,-5.85354309,RST4,1
-62.62432859,-25.23007961,7.04645691,LL1,0
-63.89385984,-20.64023586,15.44645691,LL2,0
-63.79620359,-15.85507961,24.04645691,LL3,0
-61.84307859,-11.65586086,32.24645691,LL4,0
-59.69464109,-8.14023586,40.24645691,LL5,-1
-57.35089109,-4.72226711,48.84645691,LL6,-1
-52.85870359,-2.18320461,56.84645691,LL7,-1
-45.72979734,-0.32773587,63.44645691,LL8,-1
53.58660890,-40.65976714,40.44645691,RG1,0
56.41864016,-33.23789214,39.54645691,RG2,0
60.03192141,-23.37461089,38.44645691,RG3,0
60.71551516,-13.80429839,36.94645691,RG4,0
59.93426516,-4.03867339,35.74645691,RG5,0
57.49285891,5.04335786,34.44645691,RG6,0
55.24676516,14.12538911,33.14645691,RG7,0
51.53582767,22.62148286,30.74645691,RG8,0
52.70770265,-43.19882964,30.64645691,RG9,0
60.12957765,-35.19101714,29.64645691,RG10,0
62.27801516,-25.81601714,28.34645691,RG11,1
61.20379641,-15.65976714,27.54645691,RG12,1
61.00848391,-6.08945464,26.24645691,RG13,1
58.46942141,3.09023286,24.14645691,RG14,1
54.46551516,11.29335786,21.64645691,RG15,0
50.55926517,19.59413911,19.74645691,RG16,0
54.46551515,-46.03086089,21.04645691,RG17,0
57.39520265,-36.16757964,20.44645691,RG18,0
61.59442141,-27.18320464,18.44645691,RG19,0
61.49676516,-17.41757964,17.24645691,RG20,0
60.71551516,-7.74961089,15.84645691,RG21,0
59.83660891,1.33242036,14.44645691,RG22,0
55.14910891,10.12148286,14.04645691,RG23,0
50.94989017,18.61757661,15.84645691,RG24,0
52.70770265,-47.78867339,11.34645691,RG25,0
57.39520265,-38.60898589,9.94645691,RG26,0
58.46942141,-28.45273589,8.94645691,RG27,1
59.34832766,-18.68711089,7.54645691,RG28,0
59.34832766,-9.11679839,5.94645691,RG29,1
57.29754641,0.25820161,4.84645691,RG30,0
53.48895266,8.55898286,4.64645691,RG31,0
48.21551517,16.85976411,5.34645691,RG32,0
42.45379642,38.63710787,25.44645691,RG33,0
47.04364017,30.72695161,28.84645691,RG34,0
51.53582767,22.62148286,30.74645691,RG35,0
55.14910891,14.32070161,34.34645691,RG36,0
57.00457766,5.62929536,38.04645691,RG37,0
58.95770266,-2.76914214,43.04645691,RG38,0
59.05535891,-11.75351714,46.24645691,RG39,0
58.17645266,-20.93320464,49.04645691,RG40,0
42.55145267,43.03163912,33.74645691,RG41,0
45.87176517,34.73085787,37.34645691,RG42,0
50.26629642,26.52773286,41.24645691,RG43,0
53.09832767,17.83632661,45.04645691,RG44,0
54.36785891,8.94960786,48.44645691,RG45,0
55.93035891,0.16054536,52.04645691,RG46,0
56.12567141,-8.82382964,55.04645691,RG47,0
55.14910891,-18.49179839,57.64645691,RG48,0
39.62176517,46.64492037,42.04645691,RG49,0
43.13739017,38.14882662,46.44645691,RG50,0
46.84832767,29.94570161,50.14645691,RG51,0
49.28973392,20.86367036,53.74645691,RG52,0
48.99676516,11.29335786,56.74645691,RG53,0
49.48504641,2.69960786,59.74645691,RG54,0
50.07098391,-6.48007964,63.04645691,RG55,0
49.77801516,-16.05039214,65.94645691,RG56,0
32.49285892,49.18398287,50.84645691,RG57,-1
38.44989017,40.98085787,54.54645691,RG58,0
42.25848392,32.68007662,58.34645691,RG59,0
44.79754642,23.50038912,62.14645691,RG60,0
44.69989016,14.12538912,64.94645691,RG61,0
43.72332766,4.45742037,67.24645691,RG62,0
43.43035891,-4.42929838,70.34645691,RG63,0
43.33270266,-13.60898588,72.94645691,RG64,0
25.36395265,-79.72226713,23.44645691,RPT1,0
28.58660890,-77.76914213,23.94645691,RPT2,0
40.30535890,-66.73398588,28.24645691,RPT3,0
45.67645265,-59.01914213,30.44645691,RPT4,0
2.21942141,9.82851412,50.34645691,RIH1,0
2.80535892,16.56679537,56.64645691,RIH2,0
3.48895267,23.50038912,63.34645691,RIH3,0
6.12567142,31.11757662,68.84645691,RIH4,0
11.49676517,38.24648287,71.34645691,RIH5,0
18.91864017,45.08242037,67.84645691,RIH6,0
24.97332767,48.20742037,60.64645691,RIH7,0
30.53973392,50.35585787,52.64645691,RIH8,0
